"公布注意有價證券資訊 (108年08月01日 至 112年07月18日 全部上市有價證券)"
"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"1057","4155","訊映","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.59倍。當日之成交量較最近六十個營業日之平均成交量放大為9.57倍﹝第九款﹞。","112.07.05","39.80     ","40.61     ",
"1057","4155","訊映","4","最近六個營業日之累積週轉率為58.27%。且07月04日之週轉率為12.01%﹝第十款﹞。","112.07.04","44.20     ","45.10     ",
"1057","4155","訊映","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.24倍。當日之成交量較最近六十個營業日之平均成交量放大為6.98倍﹝第九款﹞。","111.04.19","24.10     ","52.39     ",
"1057","4155","訊映","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.21倍。當日之成交量較最近六十個營業日之平均成交量放大為9.07倍﹝第九款﹞。","108.09.02","33.70     ","17.28     ",
"1058","4164","承業醫","1","07月09日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.98%，且07月09日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為9.06倍﹝第十二款﹞","109.07.10","44.80     ","15.50     ",
"1059","4190","佐登-KY","1","最近六個營業日累積收盤價跌幅達32.27%﹝第一款﹞。","109.02.03","85.50     ","11.51     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達45.01%﹝第一款﹞。","112.07.05","5.43      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達49.33%﹝第一款﹞。","112.07.04","5.14      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達49.44%。且07月03日港商野村證券商賣出之比率為38.20%﹝第五款﹞。","112.07.03","4.68      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達32.89%。且06月30日元大證券商買進之比率為35.37%﹝第五款﹞。","112.06.30","4.26      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達30.49%。且08月15日元大證券商買進之比率為39.44%﹝第五款﹞。","111.08.15","3.47      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價跌幅達36.71%。且08月01日之成交量為最近六十個營業日日平均成交量之16.09 倍﹝第三款﹞。且08月01日福邦證券商買進之比率為31.66%。且08月01日國泰綜合證券商賣出之比率為47.68%﹝第五款﹞。","111.08.01","2.95      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價跌幅達39.34%。且07月29日之成交量為最近六十個營業日日平均成交量之16.66 倍﹝第三款﹞。且07月29日國泰綜合證券商買進之比率為62.23%﹝第五款﹞。","111.07.29","2.90      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價跌幅達31.41%。且07月28日摩根大通證券商買進之比率為73.53%﹝第五款﹞。","111.07.28","3.22      ","-----     ",
"1060","4414","如興","13","10月13日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.69%，且10月13日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.62倍﹝第十二款﹞","110.10.14","8.03      ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達41.36%﹝第一款﹞。且06月19日之成交量為最近六十個營業日日平均成交量之10.05 倍﹝第三款﹞。","109.06.19","15.00     ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達37.26%﹝第一款﹞。且06月18日之成交量為最近六十個營業日日平均成交量之11.34 倍﹝第三款﹞。","109.06.18","14.75     ","-----     ",
"1060","4414","如興","13","最近六個營業日累積收盤價漲幅達37.40%﹝第一款﹞。且06月17日之成交量為最近六十個營業日日平均成交量之15.08 倍﹝第三款﹞。","109.06.17","14.70     ","-----     ",
"1060","4414","如興","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.23倍。當日之成交量較最近六十個營業日之平均成交量放大為9.33倍﹝第九款﹞。","109.06.16","13.40     ","-----     ",
"1061","4426","利勤","1","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.48倍。當日之成交量較最近六十個營業日之平均成交量放大為6.18倍﹝第九款﹞。","111.06.24","29.20     ","-----     ",
"1062","4439","冠星-KY","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.39倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.72倍﹝第九款﹞。","112.02.16","115.50    ","10.37     ",
"1062","4439","冠星-KY","2","最近六個營業日累積收盤價跌幅達40.00%﹝第一款﹞。","109.03.23","95.90     ","10.20     ",
"1063","4526","東台","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.46倍。當日之成交量較最近六十個營業日之平均成交量放大為5.63倍﹝第九款﹞。","112.06.19","18.05     ","56.41     ",
"1063","4526","東台","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.06倍。當日之成交量較最近六十個營業日之平均成交量放大為 28.35倍﹝第九款﹞。","112.02.20","16.90     ","31.89     ",
"1064","4532","瑞智","5","最近六個營業日累積收盤價漲幅達28.60%。且07月10日之成交量為最近六十個營業日日平均成交量之19.71 倍﹝第三款﹞。且07月10日之週轉率為22.62%﹝第四款﹞。","112.07.10","26.60     ","20.31     ",
"1064","4532","瑞智","5","最近六個營業日累積收盤價漲幅達34.45%﹝第一款﹞。且07月07日之成交量為最近六十個營業日日平均成交量之22.45 倍﹝第三款﹞。且07月07日之週轉率為17.44%﹝第四款﹞。","112.07.07","25.60     ","19.54     ",
"1064","4532","瑞智","5","最近六個營業日累積收盤價漲幅達25.95%。且07月06日之成交量為最近六十個營業日日平均成交量之14.92 倍﹝第三款﹞。","112.07.06","23.30     ","17.79     ",
"1064","4532","瑞智","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.52倍。當日之成交量較最近六十個營業日之平均成交量放大為 23.75倍﹝第九款﹞。","112.07.03","21.85     ","16.68     ",
"1064","4532","瑞智","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.64倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.16倍﹝第九款﹞。","111.09.05","20.15     ","16.38     ",
"1065","4536","拓凱","1","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.19倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.54倍﹝第九款﹞。","111.08.12","162.50    ","10.36     ",
"1066","4545","銘鈺","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.45倍。當日之成交量較最近六十個營業日之平均成交量放大為 38.77倍﹝第九款﹞。","111.03.15","31.25     ","26.94     ",
"1066","4545","銘鈺","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.66倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.32倍﹝第九款﹞。","111.03.14","33.80     ","29.14     ",
"1066","4545","銘鈺","7","最近六個營業日累積收盤價漲幅達26.55%。且04月23日之成交量為最近六十個營業日日平均成交量之14.05 倍﹝第三款﹞。","110.04.23","38.55     ","98.85     ",
"1066","4545","銘鈺","7","最近六個營業日累積收盤價漲幅達29.75%。且11月16日之成交量為最近六十個營業日日平均成交量之15.57 倍﹝第三款﹞。","109.11.16","40.50     ","192.86    ",
"1066","4545","銘鈺","7","最近六個營業日累積收盤價漲幅達30.33%。且11月13日之成交量為最近六十個營業日日平均成交量之19.69 倍﹝第三款﹞。","109.11.13","40.00     ","190.48    ",
"1066","4545","銘鈺","7","最近六個營業日累積收盤價漲幅達25.85%。且11月11日之成交量為最近六十個營業日日平均成交量之23.74 倍﹝第三款﹞。","109.11.11","38.40     ","182.86    ",
"1066","4545","銘鈺","7","最近六個營業日累積收盤價跌幅達40.66%﹝第一款﹞。","109.03.18","22.45     ","83.15     ",
"1067","4551","智伸科","5","最近六個營業日累積收盤價漲幅達34.61%﹝第一款﹞。","109.03.31","109.50    ","14.41     ",
"1067","4551","智伸科","5","最近六個營業日累積收盤價漲幅達33.95%﹝第一款﹞。","109.03.30","114.00    ","15.00     ",
"1067","4551","智伸科","5","最近六個營業日累積收盤價跌幅達41.25%﹝第一款﹞。","109.03.23","78.80     ","10.37     ",
"1067","4551","智伸科","5","最近六個營業日累積收盤價跌幅達42.85%﹝第一款﹞。","109.03.20","82.60     ","10.97     ",
"1067","4551","智伸科","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.19倍。當日之成交量較最近六十個營業日之平均成交量放大為7.86倍﹝第九款﹞。","108.08.20","140.00    ","20.09     ",
"1068","4555","氣立","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.96倍。當日之成交量較最近六十個營業日之平均成交量放大為7.38倍﹝第九款﹞。","110.03.08","63.50     ","37.57     ",
"1068","4555","氣立","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.51倍。當日之成交量較最近六十個營業日之平均成交量放大為8.09倍﹝第九款﹞。","110.03.05","63.00     ","37.28     ",
"1069","4562","穎漢","3","最近六個營業日累積收盤價漲幅達28.51%。且03月05日之成交量為最近六十個營業日日平均成交量之8.54倍﹝第三款﹞。","110.03.05","28.20     ","-----     ",
"1069","4562","穎漢","3","最近六個營業日累積收盤價漲幅達30.08%。且01月18日之成交量為最近六十個營業日日平均成交量之11.17 倍﹝第三款﹞。","110.01.18","23.65     ","-----     ",
"1069","4562","穎漢","3","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.18倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.14倍﹝第九款﹞。","108.11.29","26.35     ","56.06     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達25.81%。且05月31日富邦證券商買進之比率為46.88%﹝第五款﹞。","112.05.31","32.75     ","-----     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達28.99%。且05月29日之成交量為最近六十個營業日日平均成交量之7.31倍﹝第三款﹞。","112.05.29","30.65     ","-----     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達28.49%。且05月26日之成交量為最近六十個營業日日平均成交量之18.88 倍﹝第三款﹞。且05月26日之週轉率為22.62%﹝第四款﹞。","112.05.26","30.30     ","-----     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達27.62%。且05月25日之成交量為最近六十個營業日日平均成交量之15.52 倍﹝第三款﹞。且05月25日之週轉率為12.96%﹝第四款﹞。","112.05.25","30.10     ","-----     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達31.46%。且05月03日之成交量為最近六十個營業日日平均成交量之6.40倍﹝第三款﹞。且05月03日之週轉率為14.93%﹝第四款﹞。","110.05.03","50.30     ","30.86     ",
"1070","4564","元翎","6","最近六個營業日累積收盤價漲幅達26.83%。且04月29日之成交量為最近六十個營業日日平均成交量之6.95倍﹝第三款﹞。且04月29日之週轉率為14.51%﹝第四款﹞。","110.04.29","50.10     ","30.74     ",
"1071","4566","時碩工業","5","最近六個營業日之累積週轉率為65.04%。且07月06日之週轉率為20.45%﹝第十款﹞。","112.07.06","66.50     ","15.15     ",
"1071","4566","時碩工業","5","最近六個營業日之累積週轉率為53.61%。且04月25日之週轉率為18.18%﹝第十款﹞。","112.04.25","65.70     ","12.59     ",
"1071","4566","時碩工業","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.51倍。當日之成交量較最近六十個營業日之平均成交量放大為5.52倍﹝第九款﹞。","109.12.28","52.00     ","37.41     ",
"1071","4566","時碩工業","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.41倍。當日之成交量較最近六十個營業日之平均成交量放大為5.26倍﹝第九款﹞。","109.12.25","51.50     ","37.05     ",
"1071","4566","時碩工業","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.28倍。當日之成交量較最近六十個營業日之平均成交量放大為7.17倍﹝第九款﹞。","109.12.24","49.50     ","35.61     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達34.34%﹝第一款﹞。","110.03.05","170.00    ","34.62     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達53.68%。且六個營業日起迄兩個營業日收盤價價差達64.50 元﹝第一款﹞。且03月04日之成交量為最近六十個營業日日平均成交量之6.02倍﹝第三款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達108.88% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達156.13% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達167.42% ﹝第二款﹞。","110.03.04","188.00    ","38.29     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達58.70%。且六個營業日起迄兩個營業日收盤價價差達67.00 元﹝第一款﹞。且03月03日之成交量為最近六十個營業日日平均成交量之6.16倍﹝第三款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達103.97% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達142.56% ﹝第二款﹞。","110.03.03","179.50    ","36.56     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達48.92%。且六個營業日起迄兩個營業日收盤價價差達61.00 元﹝第一款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達130.28% ﹝第二款﹞。","110.03.02","163.50    ","33.30     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達44.86%﹝第一款﹞。","110.02.26","149.00    ","30.35     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達33.48%﹝第一款﹞。且02月25日之成交量為最近六十個營業日日平均成交量之11.97 倍﹝第三款﹞。","110.02.25","135.50    ","27.60     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達29.57%。且02月24日永豐金證券商賣出之比率為49.90%﹝第五款﹞。","110.02.24","123.50    ","25.15     ",
"1072","4571","鈞興-KY","9","最近六個營業日累積收盤價漲幅達25.57%。且01月08日之成交量為最近六十個營業日日平均成交量之6.37倍﹝第三款﹞。","110.01.08","91.70     ","18.68     ",
"1072","4571","鈞興-KY","9","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.10倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.17倍﹝第九款﹞。","109.08.31","76.60     ","16.47     ",
"1073","4572","駐龍","5","最近六個營業日之累積週轉率為58.78%。且06月16日之週轉率為23.94%﹝第十款﹞。","112.06.16","189.00    ","32.93     ",
"1073","4572","駐龍","5","最近六個營業日之累積週轉率為58.27%。且04月27日之週轉率為27.56%﹝第十款﹞。","112.04.27","173.00    ","33.72     ",
"1073","4572","駐龍","5","最近六個營業日之累積週轉率為61.34%。且04月18日之週轉率為21.03%﹝第十款﹞。","112.04.18","166.00    ","32.36     ",
"1073","4572","駐龍","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.59倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.46倍﹝第九款﹞。","111.06.20","124.50    ","52.31     ",
"1073","4572","駐龍","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.54倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.68倍﹝第九款﹞。","111.05.31","122.00    ","51.26     ",
"1074","4576","大銀微系統","7","最近六個營業日累積收盤價漲幅達37.41%﹝第一款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達133.59% ﹝第二款﹞。","110.02.22","178.00    ","257.97    ",
"1074","4576","大銀微系統","7","最近六個營業日累積收盤價漲幅達35.73%﹝第一款﹞。且01月28日之成交量為最近六十個營業日日平均成交量之5.42倍﹝第三款﹞。","110.01.28","126.00    ","182.61    ",
"1074","4576","大銀微系統","7","最近六個營業日累積收盤價漲幅達39.06%﹝第一款﹞。且01月27日之成交量為最近六十個營業日日平均成交量之12.94 倍﹝第三款﹞。且01月27日之週轉率為13.46%﹝第四款﹞。","110.01.27","135.00    ","195.65    ",
"1074","4576","大銀微系統","7","最近六個營業日累積收盤價漲幅達35.08%﹝第一款﹞。且01月26日之成交量為最近六十個營業日日平均成交量之8.90倍﹝第三款﹞。","110.01.26","127.00    ","184.06    ",
"1074","4576","大銀微系統","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.72倍。當日之成交量較最近六十個營業日之平均成交量放大為5.54倍﹝第九款﹞。","109.12.21","96.50     ","139.86    ",
"1074","4576","大銀微系統","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.75倍。當日之成交量較最近六十個營業日之平均成交量放大為5.79倍﹝第九款﹞。","109.12.18","98.00     ","142.03    ",
"1074","4576","大銀微系統","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.59倍。當日之成交量較最近六十個營業日之平均成交量放大為 20.19倍﹝第九款﹞。","109.12.17","97.60     ","141.45    ",
"1075","4583","台灣精銳","3","最近六個營業日累積收盤價漲幅達26.03%。且六個營業日起迄兩個營業日收盤價價差達59.50 元﹝第一款﹞。且07月06日之成交量為最近六十個營業日日平均成交量之6.55倍﹝第三款﹞。","112.07.06","267.50    ","22.52     ",
"1075","4583","台灣精銳","3","最近六個營業日累積收盤價漲幅達26.63%。且六個營業日起迄兩個營業日收盤價價差達64.50 元﹝第一款﹞。且07月05日之成交量為最近六十個營業日日平均成交量之12.22 倍﹝第三款﹞。","112.07.05","273.00    ","22.98     ",
"1075","4583","台灣精銳","3","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.69倍。當日之成交量較最近六十個營業日之平均成交量放大為 23.24倍﹝第九款﹞。","112.07.04","266.00    ","22.39     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達25.21%。且09月02日之成交量為最近六十個營業日日平均成交量之5.99倍﹝第三款﹞。","111.09.02","17.90     ","66.30     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達25.92%。且09月01日之成交量為最近六十個營業日日平均成交量之7.56倍﹝第三款﹞。","111.09.01","17.90     ","66.30     ",
"1076","4720","德淵","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.22倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.49倍﹝第九款﹞。","111.08.29","16.95     ","62.78     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達25.24%。且01月06日之成交量為最近六十個營業日日平均成交量之13.12 倍﹝第三款﹞。且01月06日之週轉率為17.01%﹝第四款﹞。","111.01.06","19.50     ","43.33     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達25.56%。且01月05日之成交量為最近六十個營業日日平均成交量之18.60 倍﹝第三款﹞。且01月05日之週轉率為19.19%﹝第四款﹞。","111.01.05","19.50     ","43.33     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達26.13%。且01月04日之成交量為最近六十個營業日日平均成交量之8.19倍﹝第三款﹞。","111.01.04","19.55     ","43.44     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達27.55%。且05月07日之成交量為最近六十個營業日日平均成交量之12.02 倍﹝第三款﹞。且05月07日之週轉率為25.02%﹝第四款﹞。","109.05.07","18.95     ","37.90     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達27.47%。且05月06日之成交量為最近六十個營業日日平均成交量之10.98 倍﹝第三款﹞。且05月06日之週轉率為18.28%﹝第四款﹞。","109.05.06","17.25     ","34.50     ",
"1076","4720","德淵","13","最近六個營業日累積收盤價漲幅達28.48%。且04月29日之成交量為最近六十個營業日日平均成交量之5.88倍﹝第三款﹞。","109.04.29","15.00     ","30.00     ",
"1076","4720","德淵","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.30倍。當日之成交量較最近六十個營業日之平均成交量放大為6.81倍﹝第九款﹞。","109.02.24","15.00     ","25.86     ",
"1076","4720","德淵","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.16倍。當日之成交量較最近六十個營業日之平均成交量放大為6.03倍﹝第九款﹞。","109.02.18","14.50     ","25.00     ",
"1076","4720","德淵","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.95倍。當日之成交量較最近六十個營業日之平均成交量放大為 26.31倍﹝第九款﹞。","109.02.17","14.40     ","24.83     ",
"1076","4720","德淵","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.38倍。當日之成交量較最近六十個營業日之平均成交量放大為 37.25倍﹝第九款﹞。","109.02.14","14.85     ","25.60     ",
"1077","4722","國精化","2","07月06日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率21.06%，且07月06日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為16.39 倍﹝第十二款﹞","109.07.07","26.10     ","10.36     ",
"1077","4722","國精化","2","07月02日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.15%，且07月02日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為34.28 倍﹝第十二款﹞","109.07.03","27.95     ","11.09     ",
"1078","4725","信昌化","4","最近六個營業日累積收盤價跌幅達43.49%﹝第一款﹞。且05月26日凱基證券商賣出之比率為49.47%﹝第五款﹞。","109.05.26","5.30      ","-----     ",
"1078","4725","信昌化","4","最近六個營業日累積收盤價跌幅達41.80%﹝第一款﹞。","109.05.25","5.47      ","-----     ",
"1078","4725","信昌化","4","最近六個營業日累積收盤價跌幅達44.27%﹝第一款﹞。","109.05.22","5.51      ","-----     ",
"1078","4725","信昌化","4","最近六個營業日累積收盤價跌幅達36.86%﹝第一款﹞。","109.05.21","6.12      ","-----     ",
"1079","4737","華廣","4","最近六個營業日累積收盤價漲幅達29.59%。且02月26日之成交量為最近六十個營業日日平均成交量之5.28倍﹝第三款﹞。","110.02.26","85.40     ","70.00     ",
"1079","4737","華廣","4","最近六個營業日累積收盤價漲幅達29.66%。且02月24日之成交量為最近六十個營業日日平均成交量之6.57倍﹝第三款﹞。","110.02.24","83.60     ","68.52     ",
"1079","4737","華廣","4","最近六個營業日累積收盤價漲幅達32.77%﹝第一款﹞。且02月23日之成交量為最近六十個營業日日平均成交量之23.95 倍﹝第三款﹞。","110.02.23","85.30     ","69.92     ",
"1079","4737","華廣","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.08倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.46倍﹝第九款﹞。","108.09.24","58.00     ","25.22     ",
"1080","4739","康普","49","05月08日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.50%，且05月08日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.91倍﹝第十二款﹞","112.05.09","87.20     ","36.03     ",
"1080","4739","康普","49","06月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.06%，且06月08日當日沖銷成交量占該日總成交量比率75.09%﹝第十三款﹞","111.06.09","145.50    ","27.98     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為68.93%。且03月29日之週轉率為11.92%﹝第十款﹞。","111.03.29","161.00    ","36.76     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為83.41%。且03月18日之週轉率為15.21%﹝第十款﹞。","111.03.18","159.00    ","36.30     ",
"1080","4739","康普","49","03月11日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.40%，且03月11日當日沖銷成交量占該日總成交量比率66.28%﹝第十三款﹞","111.03.14","160.00    ","36.53     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為65.72%。且03月10日之週轉率為34.54%﹝第十款﹞。","111.03.10","155.00    ","35.39     ",
"1080","4739","康普","49","01月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.82%，且01月26日當日沖銷成交量占該日總成交量比率67.26%﹝第十三款﹞","111.02.07","136.50    ","32.04     ",
"1080","4739","康普","49","11月18日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.07%，且11月18日當日沖銷成交量占該日總成交量比率71.44%﹝第十三款﹞","110.11.19","157.00    ","36.85     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為73.42%。且11月17日之週轉率為15.07%﹝第十款﹞。","110.11.17","155.00    ","36.38     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為101.94% 。且11月09日之週轉率為10.37%﹝第十款﹞。","110.11.09","149.50    ","35.09     ",
"1080","4739","康普","49","11月04日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.42%，且11月04日當日沖銷成交量占該日總成交量比率60.25%﹝第十三款﹞","110.11.05","151.50    ","35.56     ",
"1080","4739","康普","49","最近六個營業日累積收盤價漲幅達30.08%。且11月01日之週轉率為48.52%﹝第四款﹞。","110.11.01","171.00    ","40.14     ",
"1080","4739","康普","49","最近六個營業日累積收盤價漲幅達34.85%﹝第一款﹞。且10月29日之週轉率為34.58%﹝第四款﹞。","110.10.29","171.50    ","40.26     ",
"1080","4739","康普","49","10月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.34%，且10月27日當日沖銷成交量占該日總成交量比率76.04%﹝第十三款﹞","110.10.28","156.00    ","44.07     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為134.72% 。且10月26日之週轉率為59.53%﹝第十款﹞。","110.10.26","149.00    ","42.09     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為70.94%。且10月21日之週轉率為10.29%﹝第十款﹞。","110.10.21","122.50    ","34.60     ",
"1080","4739","康普","49","10月13日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.03%，且10月13日當日沖銷成交量占該日總成交量比率70.83%﹝第十三款﹞","110.10.14","118.50    ","33.47     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為61.64%。且10月12日之週轉率為15.61%﹝第十款﹞。","110.10.12","120.00    ","33.90     ",
"1080","4739","康普","49","09月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.23%，且09月14日當日沖銷成交量占該日總成交量比率70.48%﹝第十三款﹞","110.09.15","112.50    ","31.78     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為52.93%。且09月14日之週轉率為21.53%﹝第十款﹞。","110.09.14","115.50    ","32.63     ",
"1080","4739","康普","49","09月06日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.75%，且09月06日當日沖銷成交量占該日總成交量比率64.40%﹝第十三款﹞","110.09.07","112.00    ","31.64     ",
"1080","4739","康普","49","08月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.89%，且08月26日當日沖銷成交量占該日總成交量比率65.33%﹝第十三款﹞","110.08.27","121.00    ","34.18     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為220.53% 。且08月26日之週轉率為55.65%﹝第十款﹞。","110.08.26","125.00    ","35.31     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為177.82% 。且08月25日之週轉率為22.83%﹝第十款﹞。","110.08.25","119.00    ","33.62     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為170.22% 。且08月24日之週轉率為27.75%﹝第十款﹞。","110.08.24","122.00    ","34.46     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為153.47% 。且08月23日之週轉率為49.62%﹝第十款﹞。","110.08.23","125.50    ","35.45     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為114.74% 。且08月20日之週轉率為30.85%﹝第十款﹞。","110.08.20","119.00    ","33.62     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為97.18%。且08月19日之週轉率為33.83%﹝第十款﹞。","110.08.19","108.50    ","30.65     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為79.54%。且08月18日之週轉率為12.94%﹝第十款﹞。","110.08.18","109.50    ","30.93     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為93.84%。且08月17日之週轉率為15.23%﹝第十款﹞。","110.08.17","101.00    ","28.53     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為94.33%。且08月16日之週轉率為11.00%﹝第十款﹞。","110.08.16","105.00    ","29.66     ",
"1080","4739","康普","49","最近六個營業日之累積週轉率為111.57% 。且08月13日之週轉率為10.89%﹝第十款﹞。","110.08.13","106.00    ","29.94     ",
